X,Species,Development,Agriculture,Energy & Mining,Transportation,Hunting & Trade,Logging,Fishing,Human disturbance,Fire,Dams,Invasive species &d Disease,Pollution,Geological Events,Climate change & severe weather,Other,sum,Family,Order,risk,iucn,NTVUENCR,NTVUENCREWEX,CLASS
5547,Mintonophis pakistanicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Homalopsidae,Squamata,NA,NA,,,REPTILIA
5548,Miralia alternans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Homalopsidae,Squamata,NA,NA,,,REPTILIA
5549,Myron karnsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Homalopsidae,Squamata,NA,NA,,,REPTILIA
5550,Myron resetari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Homalopsidae,Squamata,NA,NA,,,REPTILIA
5551,Myron richardsonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Homalopsidae,Squamata,NA,NA,,,REPTILIA
5552,Myrrophis bennettii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Homalopsidae,Squamata,NA,NA,,,REPTILIA
5553,Myrrophis chinensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Homalopsidae,Squamata,NA,NA,,,REPTILIA
5554,Phytolopsis punctata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Homalopsidae,Squamata,NA,NA,,,REPTILIA
5555,Pseudoferania polylepis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Homalopsidae,Squamata,NA,NA,,,REPTILIA
5556,Raclitia indica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Homalopsidae,Squamata,NA,NA,,,REPTILIA
5557,Subsessor bocourti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Homalopsidae,Squamata,NA,NA,,,REPTILIA
5558,Sumatranus albomaculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Homalopsidae,Squamata,NA,NA,,,REPTILIA
5559,Enyalioides altotambo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Hoplocercidae,Squamata,NA,NA,,,REPTILIA
5560,Enyalioides anisolepis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Hoplocercidae,Squamata,NA,NA,,,REPTILIA
5561,Enyalioides azulae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Hoplocercidae,Squamata,0,LC,,,REPTILIA
5562,Enyalioides binzayedi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Hoplocercidae,Squamata,0,LC,,,REPTILIA
5563,Enyalioides cofanorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Hoplocercidae,Squamata,0,LC,,,REPTILIA
5564,Enyalioides heterolepis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Hoplocercidae,Squamata,0,LC,,,REPTILIA
5565,Enyalioides laticeps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Hoplocercidae,Squamata,0,LC,,,REPTILIA
5566,Enyalioides microlepis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Hoplocercidae,Squamata,0,LC,,,REPTILIA
5568,Enyalioides palpebralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Hoplocercidae,Squamata,0,LC,,,REPTILIA
5569,Enyalioides praestabilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Hoplocercidae,Squamata,0,LC,,,REPTILIA
5571,Enyalioides rudolfarndti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Hoplocercidae,Squamata,0,LC,,,REPTILIA
5572,Enyalioides sophiarothschildae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Hoplocercidae,Squamata,NA,NA,,,REPTILIA
5574,Claudius angustatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5575,Kinosternon acutum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5576,Kinosternon alamosae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5577,Kinosternon angustipons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5578,Kinosternon arizonense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5579,Kinosternon baurii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5580,Kinosternon chimalhuaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5581,Kinosternon creaseri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5582,Kinosternon dunni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5583,Kinosternon durangoense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5584,Kinosternon flavescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5585,Kinosternon herrerai,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5586,Kinosternon hirtipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5587,Kinosternon integrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5588,Kinosternon leucostomum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5589,Kinosternon oaxacae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5590,Kinosternon scorpioides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5591,Kinosternon sonoriense,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,3,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5592,Kinosternon subrubrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5593,Staurotypus salvinii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5594,Staurotypus triporcatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5595,Sternotherus carinatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5596,Sternotherus depressus,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,4,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5597,Sternotherus minor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5598,Sternotherus odoratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Kinosternidae,Testudines,NA,NA,,,REPTILIA
5599,Acanthodactylus aegyptius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5601,Acanthodactylus arabicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5602,Acanthodactylus aureus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5606,Acanthodactylus blanfordii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5607,Acanthodactylus boskianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5608,Acanthodactylus boueti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5609,Acanthodactylus busacki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5610,Acanthodactylus cantoris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5611,Acanthodactylus dumerilii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5612,Acanthodactylus erythrurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5614,Acanthodactylus gongrorhynchatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5615,Acanthodactylus grandis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5616,Acanthodactylus guineensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5617,Acanthodactylus haasi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5618,Acanthodactylus hardyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5620,Acanthodactylus khamirensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5621,Acanthodactylus longipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5622,Acanthodactylus maculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5623,Acanthodactylus masirae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5624,Acanthodactylus micropholis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5625,Acanthodactylus nilsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5626,Acanthodactylus opheodurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5627,Acanthodactylus orientalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5629,Acanthodactylus robustus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5631,Acanthodactylus schmidti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5633,Acanthodactylus scutellatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5634,Acanthodactylus senegalensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5636,Acanthodactylus taghitensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5637,Acanthodactylus tilburyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5638,Acanthodactylus tristrami,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5639,Acanthodactylus yemenicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5640,Adolfus africanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5642,Adolfus jacksoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5644,Algyroides fitzingeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5647,Algyroides nigropunctatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5648,Anatololacerta anatolica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5649,Anatololacerta budaki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5650,Anatololacerta danfordi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5651,Anatololacerta pelasgiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5652,Apathya cappadocica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5653,Apathya yassujica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5656,Australolacerta australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5657,Congolacerta asukului,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5658,Congolacerta vauereselli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5659,Dalmatolacerta oxycephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5661,Darevskia armeniaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5663,Darevskia bithynica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5664,Darevskia brauneri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5665,Darevskia caspica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5666,Darevskia caucasica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5667,Darevskia chlorogaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5669,Darevskia daghestanica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5671,Darevskia defilippii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5673,Darevskia kamii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5675,Darevskia lindholmi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5677,Darevskia parvula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5678,Darevskia pontica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5679,Darevskia portschinskii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5681,Darevskia raddei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5683,Darevskia rudis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5684,Darevskia sapphirina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5685,Darevskia saxicola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5686,Darevskia schaekeli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5687,Darevskia steineri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5690,Darevskia valentini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5691,Dinarolacerta montenegrina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5693,Eremias acutirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5694,Eremias afghanistanica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5695,Eremias andersoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5696,Eremias argus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5697,Eremias arguta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5698,Eremias aria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5699,Eremias brenchleyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5700,Eremias buechneri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5701,Eremias cholistanica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5702,Eremias fasciata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5703,Eremias grammica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5704,Eremias intermedia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5705,Eremias isfahanica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5706,Eremias kavirensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5707,Eremias kokshaaliensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5708,Eremias kopetdaghica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5709,Eremias lalezharica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5710,Eremias lineolata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5711,Eremias montana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5712,Eremias multiocellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5713,Eremias nigrocellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5714,Eremias nikolskii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5715,Eremias papenfussi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5716,Eremias persica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5718,Eremias przewalskii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5719,Eremias quadrifrons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5720,Eremias regeli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5721,Eremias scripta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5722,Eremias strauchi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5723,Eremias stummeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5724,Eremias suphani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5725,Eremias szczerbaki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5726,Eremias velox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5727,Eremias vermiculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5728,Eremias yarkandensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5729,Gallotia atlantica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5732,Gallotia caesaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5733,Gallotia galloti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5736,Gallotia stehlini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5737,Gastropholis echinata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5739,Gastropholis tropidopholis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5740,Gastropholis vittata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
