Dataset,nest.ID,used,burned,hcov,vcov,hcov_10,vcov_10,mxheight,mxwidth,perwidth,percPG_10,percAG_10,percPF_10,percAF_10,percRC_10,percL_10,percBG_10,percRO_10,percShr_10,SageH_0,SageH_10,OShrH_0,OShrH_10,PgH_0,PgH_10,PfH_0,PfH_10,RgH_0,RgH_10,TaSage_5,TaSage_10,AllDwSage_5,AllDwSage_10,ALLSage_5,ALLSage_10,NonSageShr_5,NonSageShr_10,ALLShrs_5,ALLShr_10,PJ_5,PJ_10,Dead_5,Dead_10,Rabbitbrush_5,Rabbitbrush_10,Bitterbrush_5,Bitterbrush_10
UnburnedvAll,16-SV-14NV2901-U-N1,1,0,99.33,84,72.44444444,14,48,91,87,8.5,25.33333333,2.5,2.5,17.16666667,7.833333333,11.16666667,36.16666667,2.5,48,21.75,0,1,28,25.5,19,22.75,5,14,19.66666667,16.36666667,0,0,19.66666667,16.36666667,0,0,19.66666667,16.36666667,0,0,0,2.4,0,0,0,0
UnburnedvAll,16-SV-14NV3516-U-N1,1,0,94,72,55.55555556,12,44,115,46,11.16666667,2.5,11.16666667,2.5,11.16666667,5.166666667,2.5,82.16666667,2.5,44,11,0,0,58,33.75,18,10.5,50,27,0,0,6.4,3.2,6.4,3.2,0.6,0.3,7,3.5,0,0,0,0,0,0,0,0
UnburnedvAll,16-SV-14NV3600-U-N1,1,0,90,100,71.22222222,16.66666667,86,164,104,2.5,46.33333333,2.5,2.5,7.833333333,2.5,34.66666667,7.833333333,2.5,0,0,86,21.5,0,3.75,0,0,6,6,0,0,0,0,0,0,10.66666667,5.333333333,10.66666667,5.333333333,0,0,0.6,0.833333333,0,0,0,0
UnburnedvAll,16-SV-14NV3632-U-N1,1,0,83.33,16,64.77777778,2.666666667,85,160,140,2.5,23,2.5,5.166666667,22.66666667,28,50.33333333,11.16666667,2.5,85,21.25,0,11,0,27.25,30,12.25,9,2.25,12.13333333,12.03333333,0,0,12.13333333,12.03333333,0,0,12.13333333,12.03333333,0,0,2.8,2.566666667,0,0,0,0
UnburnedvAll,16-SV-14NV3756-U-N1,1,0,92.67,100,64,68,57,123,101,2.5,17,23,2.5,17,5.166666667,25.33333333,28.83333333,2.5,57,14.25,31,7.75,12,8,24,14.25,1,1.75,12.66666667,9.433333333,1.666666667,0.833333333,14.33333333,10.26666667,0,0,14.33333333,10.26666667,0,0,0,0,0,0,0,0
UnburnedvAll,16-SV-14NV3784-U-N1,1,0,99.33,100,91.55555556,70,76,194,92,31.33333333,2.5,17,2.5,8.5,2.5,31.33333333,2.5,56.33333333,76,62.25,0,0,26,23.25,2,9,12,22.5,33.73333333,23.06666667,0,0,33.73333333,23.06666667,0,0,33.73333333,23.06666667,0,0,3.2,5.966666667,0,0,0,0
UnburnedvAll,16-SV-14NV3858-U-N1,1,0,85.33,92,51.44444444,15.33333333,45,79,69,5.166666667,7.833333333,2.5,7.833333333,34.5,2.5,38.83333333,26.33333333,2.5,45,11.25,0,0,15,9,23,12.5,9,4.5,0,0,36.8,22.56666667,36.8,22.56666667,1.533333333,0.766666667,38.33333333,23.33333333,0,0,0,0,0,0,0,0
UnburnedvAll,16-SV-14NV3870-U-N1,1,0,72,100,62.66666667,16.66666667,53,74,72,8.5,5.166666667,2.5,2.5,23,2.5,20.33333333,54.66666667,19.66666667,53,39.25,19,17.5,19,17,23,14.25,2,3.5,0,0,16.33333333,11.13333333,16.33333333,11.13333333,0,0,16.33333333,11.13333333,0,0,0,0,0,0,0,0
UnburnedvAll,16-SV-14NV4173-U-N1,1,0,99.33,100,89.11111111,40.66666667,73,149,117,7.833333333,19.66666667,2.5,8.5,30.16666667,2.5,44.66666667,2.5,22.66666667,149,82.25,51,31.25,19,23,0,4.25,31,20.75,26,20.26666667,0,0,26,20.26666667,2.133333333,7.066666667,28.13333333,27.33333333,0,0,11.86666667,7.033333333,2.133333333,7.066666667,0,0
UnburnedvAll,16-SV-14SO443-U-N1,1,0,100,100,90.77777778,30.66666667,57,112,103,78,2.5,2.5,2.5,5.166666667,2.5,20.33333333,2.5,2.5,57,38.25,0,0,47,28.25,0,9.75,28,15.5,10.66666667,6.9,0,0,10.66666667,6.9,0,0,10.66666667,6.9,0,0,0,2,0,0,0,0
UnburnedvAll,16-SV-14SO444-U-N1,1,0,99.33,92,77.66666667,20,62,182,105,26.33333333,2.5,2.5,7.833333333,7.833333333,2.5,85.5,2.5,5.166666667,62,61.25,0,0,18,23,38,19.75,4,11,30.2,30.33333333,0,0,30.2,30.33333333,3.6,1.8,33.8,32.13333333,0,0,4.733333333,3.433333333,0,0,0,0
UnburnedvAll,16-SV-14SO484-U-N1,1,0,96.67,100,64.11111111,20,65,126,64,17,5.166666667,5.166666667,2.5,20.33333333,17,54.66666667,2.5,8.5,79,57.5,65,20.5,16,21.5,27,13,11,13.25,4.266666667,2.133333333,0,0,4.266666667,2.133333333,0,3.033333333,4.266666667,5.166666667,0,33.66666667,6.4,6.866666667,0,0,0,3.033333333
UnburnedvAll,16-SV-14SO488-U-N1,1,0,97.33,24,89.66666667,55.33333333,59,122,77,7.833333333,2.5,2.5,5.166666667,2.5,2.5,60.5,2.5,50.33333333,122,74.25,0,19.5,18,14.25,0,0.25,50,26.5,31.2,30.16666667,0,0,31.2,30.16666667,4.666666667,2.333333333,35.86666667,32.5,0,0,0,0,4.666666667,2.333333333,0,0
UnburnedvAll,16-SV-14SO488-U-N2,1,0,97.33,100,73.33333333,36.66666667,63,111,107,28,2.5,5.166666667,2.5,13.83333333,2.5,45.5,5.166666667,38,63,59.25,39,35.75,12,25.5,6,8.25,3,8.25,26.93333333,30.6,0,0,26.93333333,30.6,0.466666667,0.233333333,27.4,30.83333333,0,0,2.8,1.4,0.466666667,0.233333333,0,0
UnburnedvAll,17-SV-14GS1197-U-N1,1,0,95.33333333,84,94.55555556,71.66666667,75,125,103,48.58333333,6.166666667,2.5,9.708333333,20.58333333,19.625,10.29166667,12.125,53.91666667,75,34.64285714,0,61.57142857,40.5,41.21428571,0,0,3,17.92857143,16.6,15.4,0,0,16.6,15.4,22.95,26.125,39.55,41.525,0,0,0,0.825,0,0,22.95,26.125
UnburnedvAll,17-SV-14NV3756-U-N1,1,0,82,84,68.22222222,33.33333333,85,123,87,4,11.66666667,4.666666667,3.166666667,20.79166667,3.166666667,16.5,16.375,21.33333333,85,67.21428571,0,0,25,7.357142857,0,7.642857143,6,16.71428571,35.55,31.9,0,0,35.55,31.9,0,0,35.55,31.9,0,0,0,0,0,0,0,0
UnburnedvAll,17-SV-14NV3770-U-N1,1,0,86.66666667,72,66.72222222,35.33333333,38,71,70,16.875,2.5,2.5,2.5,4,3.166666667,55.29166667,2.5,33.08333333,38,33.64285714,0,5,20.5,18.42857143,0,0.357142857,0,0,0,0,26.25,22.95,26.25,22.95,0,0,26.25,22.95,0,0,0,0,0,0,0,0
UnburnedvAll,17-SV-14NV3858-U-N1,1,0,96.66666667,88,51.44444444,29.33333333,400,260,227,3.833333333,3.166666667,2.5,3.166666667,22.75,13.75,10.95833333,43.625,20.375,0,0,0,18.64285714,20.5,9.357142857,0,0,8,5.428571429,0,0,0,0,0,0,4.95,5.05,4.95,5.05,19.45,9.725,0,1.725,4.95,5.05,0,0
UnburnedvAll,17-SV-14NV3866-U-N1,1,0,84.66666667,36,66.16666667,22,64,69,54,36.20833333,15.70833333,2.5,2.5,22.25,5.333333333,13.04166667,8.333333333,14.91666667,64,44.28571429,19.5,18.57142857,52,45.21428571,0,0,0.5,5.285714286,12.05,10.325,1.25,0.625,13.3,10.95,0,0,13.3,10.95,0,0,2.4,2.55,0,0,0,0
UnburnedvAll,17-SV-14NV4240-U-N1,1,0,70,16,59.88888889,21.33333333,78,110,77,44.66666667,2.5,2.5,11.16666667,7.833333333,8.5,30.16666667,5.166666667,42,0,37,18,65.25,54,43.75,0,0,17,11.5,2.333333333,9.433333333,0,0,2.333333333,9.433333333,12,7.7,14.33333333,17.13333333,0,0,7.533333333,8.5,0,0,12,7.7
UnburnedvAll,17-SV-14SO484-U-N1,1,0,96,76,62.33333333,25.33333333,114,197,164,6.666666667,14.95833333,2.5,2.5,16.41666667,3.833333333,18.75,16.04166667,32.20833333,41,18.85714286,114,63.14285714,38,22.92857143,0,0.857142857,14,5,0,0,3.8,6.175,3.8,6.175,16.15,8.075,19.95,14.25,0,0,0,0.55,0,0,16.15,8.075
UnburnedvAll,17-SV-BELLALUNA-U-N1,1,0,84.66666667,92,57.11111111,46,92,272,191,8.5,2.5,5.166666667,8.5,17.16666667,7.833333333,8.5,46.33333333,8.5,0,6.75,92,31,73,29.75,0,0,4,8.25,0,0,3.4,3.933333333,3.4,3.933333333,16.06666667,8.033333333,19.46666667,11.96666667,0,0,1.466666667,2.3,0,0,16.06666667,8.033333333
UnburnedvAll,17-SV-BRANDI-U-N1,1,0,64,24,56.66666667,13.33333333,100,223,158,8.5,2.5,2.5,5.166666667,14.33333333,7.833333333,11.16666667,50.33333333,22.66666667,54,32.25,100,28.5,19,17.5,0,0,3,15.25,0,0,9.8,9.5,9.8,9.5,14.4,7.2,24.2,16.7,20.6,12.1,1,2.866666667,0,0,14.4,7.2
UnburnedvAll,17-SV-BRANDI-U-N2,1,0,91.33333333,12,72.94444444,18.33333333,134,220,162,6.833333333,4.5,3.166666667,3.166666667,12.79166667,17.83333333,9.791666667,26.41666667,39.66666667,59,50.07142857,134,64.28571429,47,22.92857143,14,4.785714286,6.5,13.42857143,5,3.5,33.4,30.825,38.4,34.325,9.7,9.35,48.1,43.675,0,0,0.7,1.125,0,0,9.7,9.15
UnburnedvAll,17-SV-MAGGIEMAY-U-N1,1,0,94,72,77.11111111,31.66666667,93,198,120,6.666666667,12.70833333,3.166666667,12.625,5.166666667,25.25,5.333333333,2.5,50.83333333,93,65.42857143,57,40.71428571,15,12.57142857,0,3.428571429,0,3,51.4,47.725,0,0,51.4,47.725,7.75,5.775,59.15,53.5,0,0,2.25,4.45,7.75,5.775,0,0
UnburnedvAll,18-SV-14GS1078-U-N1,1,0,93.33333333,96,69.05555556,36.66666667,88,212,132,9.083333333,22.29166667,5.458333333,4.666666667,10.33333333,3.833333333,3.166666667,47.375,11.33333333,88,54.07142857,0,26.78571429,73,53.28571429,6.5,9.428571429,12,27.85714286,18,11.9,0,0,18,11.9,0.5,0.25,18.5,12.15,0,0,11.2,6.125,0.5,0.25,0,0
UnburnedvAll,18-SV-14GS1183-U-N1,1,0,89.33333333,100,63.88888889,39,85,116,101,12.16666667,3.166666667,2.5,2.5,8.833333333,3.833333333,12.58333333,46.66666667,15.70833333,39,26.71428571,85,36.92857143,17.5,17.14285714,0,4.5,9.5,13.85714286,0,0,13.2,11.9,13.2,11.9,10.3,6.025,23.5,17.925,0,0,0,0,0,0,9.75,4.875
UnburnedvAll,18-SV-14GS1193-U-N1,1,0,78.66666667,60,62,24.66666667,51,152,101,6.833333333,3.833333333,6.833333333,2.5,13.20833333,10,6.166666667,69.66666667,16.95833333,51,31.35714286,0,5.928571429,48,36.42857143,42,24.5,8,19.21428571,12.8,6.4,4.6,17.1,17.4,23.5,0,0,17.4,23.5,0,0,4.9,2.45,0,0,0,0
UnburnedvAll,18-SV-14GS1197-U-N1,1,0,98,100,73.61111111,49.66666667,132,150,138,6.833333333,8.458333333,2.5,3.166666667,22.125,5.333333333,2.5,49.375,23.54166667,0,3.428571429,132,77.57142857,54,39.07142857,0,0,43,28.35714286,0,0,1.55,0.775,1.55,0.775,29.4,23.725,30.95,24.5,0,0,0,0,0,0,0,0
UnburnedvAll,18-SV-14GS2160-U-N1,1,0,97.33333333,100,65.88888889,37.33333333,400,398,378,3.166666667,3.833333333,3.166666667,8.166666667,8.166666667,31.45833333,9.791666667,24.95833333,18.5,0,4.928571429,0,22.35714286,5.5,7.642857143,0,5,13.5,10.35714286,0,0,0,4.85,0,4.85,12.7,14.1,12.7,18.95,32.5,16.25,2.3,1.15,0,0,0,0
UnburnedvAll,18-SV-14GS2165-U-N1,1,0,88,36,71.66666667,30,85,179,95,16.5,15.45833333,2.5,3.166666667,13.58333333,15.33333333,39.375,6.125,29.875,85,68.07142857,71,50.78571429,38,26.35714286,0,1.142857143,9,20.64285714,41.2,39.15,0,0,41.2,39.15,11.25,9.7,52.45,48.85,0,0,1.8,5.4,2.1,1.05,4.3,2.15
UnburnedvAll,18-SV-14GS2168-U-N1,1,0,96.66666667,100,63,34,112,178,173,6.666666667,13.25,3.833333333,3.166666667,17.70833333,13.83333333,22.54166667,20,16.33333333,112,49.64285714,0,3.142857143,4.5,21.07142857,0,3.785714286,28.5,11.07142857,15.3,7.65,0,0,15.3,7.65,2.2,1.4,17.5,9.05,0,0,0,0,0,0,0,0
UnburnedvAll,18-SV-14GS2168-U-N2,1,0,75.33333333,60,65.11111111,21.33333333,107,126,95,6.666666667,2.5,6.958333333,2.5,36.95833333,21.95833333,3.833333333,8.666666667,14.16666667,0,0,107,71.14285714,12,39.78571429,30,26.71428571,30,28.92857143,0,0,0,0,0,0,15.95,10.1,15.95,10.1,0,0,0,0,0,0,0,0
UnburnedvAll,18-SV-14GS2177-U-N1,1,0,88,56,54.88888889,19.33333333,48,84,63,5.166666667,6.833333333,4.5,3.166666667,9.5,3.166666667,37.91666667,23.70833333,18.625,48,31.64285714,0,4.857142857,23,16.64285714,16,12.5,5,5.071428571,0,0,36.6,29.55,36.6,29.55,3.3,2.975,39.9,32.525,0,0,0,0,0,0,0,0
UnburnedvAll,18-SV-14GS2192-U-N1,1,0,77.33333333,88,63.27777778,32.33333333,150,253,232,16.16666667,9.625,2.5,2.5,34.66666667,12.75,8.458333333,25.54166667,24,0,14.5,150,85.21428571,65,41.28571429,0,0,13,17,0,0,7.15,6.8,7.15,6.8,35.3,23.875,42.45,30.675,0,0,0,1.525,0,0,13.9,6.95
UnburnedvAll,18-SV-14GS2196-U-N1,1,0,80.66666667,100,68.66666667,47,85,195,78,5.333333333,27.04166667,4.5,3.166666667,8.833333333,28.125,4.666666667,30.125,35.08333333,85,57.78571429,0,10.92857143,17,14.5,38,16.28571429,7,15.64285714,23.65,20.05,0,0,23.65,20.05,0,4.275,23.65,24.325,0,0,0,5.325,0,0,0,0
UnburnedvAll,18-SV-14GS2197-U-N1,1,0,88.66666667,88,63.72222222,33.33333333,57,73,71,15.58333333,3.833333333,6.166666667,2.5,5.166666667,14.25,43.125,14.625,22.16666667,57,46.5,0,0.5,28,23.28571429,25,13.78571429,38,17.14285714,36.65,25.9,0,0,36.65,25.9,0,0,36.65,25.9,0,0,0,1.85,0,0,0,0
UnburnedvAll,18-SV-17SVNB100-U-N1,1,0,96.66666667,68,68.77777778,27,63,112,67,7.625,25.875,2.5,3.833333333,21.45833333,12.83333333,23.79166667,2.5,26.75,63,47.42857143,67.5,36.78571429,40.5,23.14285714,0,7.071428571,16.5,9,0,0,10.65,12.475,10.65,12.475,11.2,6.275,21.85,18.75,0,0,3.1,3.475,0,0,0,0
UnburnedvAll,18-SV-Murron-U-N1,1,0,77.33333333,56,42.11111111,19.33333333,33,81,72,13.95833333,2.5,3.166666667,4.5,9.333333333,5.833333333,20.70833333,63.625,5.333333333,33,27.21428571,0,6.571428571,32,17.71428571,0,2.714285714,2,9,0,0,20.9,12.85,20.9,12.85,0,0,20.9,12.85,0,0,1.25,3.25,0,0,0,0
UnburnedvUnburned,15-SV-14NV2880-U-N1,1,0,56.67,32,59.88888889,32,105,180,155,11.16666667,5.166666667,5.166666667,2.5,11.16666667,32.16666667,2.5,56.33333333,48,37,30.25,105,34.5,13,19,9,4.25,16,17,0,0,9.47,12.47,9.47,12.47,13,6.5,22.47,18.97,0,0,3.13,1.57,0,0,0,0
UnburnedvUnburned,15-SV-14NV2901-U-N1,1,0,78.67,32,58.33333333,17.33333333,77,189,109,10.5,7.833333333,14.5,5.166666667,10.5,17.16666667,17,36.16666667,2.5,0,28.75,77,53.25,0,3.75,12,10.25,10,8,0,1.63,9.93,4.97,9.93,6.6,18.6,18.97,28.53,25.57,0,0,0.6,1.87,0,1.47,0,0
UnburnedvUnburned,15-SV-14NV2913-U-N1,1,0,47.78,44,56.88888889,58,47,84,73,7.833333333,2.5,11.16666667,2.5,10.5,26.16666667,5.166666667,28,54.66666667,47,43,30,11.25,66,28.75,12,21,59,22,7.07,3.53,22.47,23.3,29.53,26.83,0,0,29.53,26.83,0,0,2.93,2.33,0,0,0,0
UnburnedvUnburned,15-SV-14NV3600-U-N1,1,0,75.33,84,52.55555556,42,93,143,115,2.5,8.5,5.166666667,2.5,5.166666667,34.5,42.16666667,11.16666667,2.5,86,21.5,0,0,8,15.75,0,2.25,12,12.25,19.13,9.77,0,0,19.13,9.77,0,0,19.13,9.77,0,0,2.8,1.4,0,0,0,0
UnburnedvUnburned,15-SV-14NV3600-U-N2,1,0,76,100,59.11111111,50,77,151,140,2.5,19.66666667,2.5,2.5,10.5,13.83333333,46.33333333,46.33333333,5.166666667,0,0,77,57,27,17.25,0,8,16,19.5,0,4,0,0,0,4,23.8,14.07,23.8,18.07,0,0,5.07,2.53,23.8,14.07,0,0
UnburnedvUnburned,15-SV-14NV3602-U-N1,1,0,63.33,48,41.44444444,28.66666667,50,153,118,2.5,7.833333333,30.16666667,2.5,5.166666667,11.16666667,32.83333333,31.33333333,11.16666667,50,38.25,57,14.25,31,12,13,17.25,10,6.25,0,0,17.27,23.47,17.27,23.47,5.87,7.4,23.13,30.87,0,0,3.8,1.9,0,0,0,0
UnburnedvUnburned,15-SV-14NV3632-U-N1,1,0,81.33,24,63.44444444,12,54,57,40,2.5,48.83333333,5.166666667,8.5,62.16666667,34.66666667,7.833333333,14.33333333,2.5,0,0,54,13.5,48,26.25,14,12,60,26.25,2.27,1.13,0,0,2.27,1.13,19.87,14.9,22.13,16.03,0,0,0,0.3,19.87,14.9,0,0
UnburnedvUnburned,15-SV-14NV3637-U-N1,1,0,57.33,0,48.88888889,0,50,90,52,13.83333333,23,5.166666667,7.833333333,10.5,11.16666667,2.5,34.66666667,2.5,0,0,0,0,50,32.25,18,12.75,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UnburnedvUnburned,15-SV-14SO443-U-N1,1,0,62.67,12,65.77777778,9.333333333,79,139,130,8.5,8.5,5.166666667,2.5,11.16666667,57.16666667,26.16666667,2.5,42,79,57.5,0,7,23,14,3,2.75,18,12,14.33,19.9,0,1.53,14.33,21.43,4.33,2.17,18.67,23.6,0,0,8.13,4.93,4.33,2.17,0,0
UnburnedvUnburned,15-SV-14SO443-U-N2,1,0,88,44,75.88888889,38,47,89,58,11.16666667,2.5,5.166666667,5.166666667,11.16666667,7.833333333,38.83333333,2.5,34.5,47,54.75,53,39.25,7,11.5,0,3.25,10,9,24.07,16.4,23.2,16.47,47.27,32.87,1.53,1.1,48.8,33.97,0,0,1.73,3.87,1.53,1.1,0,0
UnburnedvUnburned,15-SV-14SO444-U-N1,1,0,71.33,28,52.66666667,14,54,124,90,7.833333333,5.166666667,2.5,11.16666667,2.5,25.33333333,43,2.5,20.33333333,0,0,54,42.5,0,4,0,0.25,10,5,0,0,0,0,0,0,43.8,33.13,43.8,33.13,0,0,0,0,43.8,32.87,0,0
UnburnedvUnburned,15-SV-14SO444-U-N2,1,0,83.33,96,57.88888889,49.33333333,86,206,105,20.5,2.5,10.5,2.5,11.16666667,17,48,2.5,36.16666667,86,50.25,0,10,9,7.75,13,5,7,5.75,25.53,28.37,0,1.3,25.53,29.67,1.4,2.5,26.93,32.17,0,0,2.67,2.57,1.4,2.5,0,0
UnburnedvUnburned,15-SV-14SO482-U-N1,1,0,86.67,76,57,38,49,85,62,11.16666667,11.16666667,8.5,5.166666667,13.83333333,20.5,14.33333333,28.83333333,2.5,49,25.5,0,0,46,34.75,19,11.5,29,33.5,13.6,7.5,8.53,7.37,22.13,14.87,0,0,22.13,14.87,0,0,1.8,3.33,0,0,0,0
UnburnedvUnburned,15-SV-14SO486-U-N1,1,0,33.33,20,38.77777778,13.33333333,51,56,13,5.166666667,14.33333333,2.5,2.5,25.33333333,7.833333333,8.5,62,8.5,0,18.75,0,21.5,48,39.25,0,6.5,33,29,1.2,0.6,0,5.77,1.2,6.37,0,0,1.2,6.37,0,0,0,0,0,0,0,0
UnburnedvUnburned,15-SV-FID006-I-N,0,0,38.67,80,38.55555556,48.66666667,52,107,73,19.66666667,7.833333333,7.833333333,2.5,20.33333333,19.66666667,5.166666667,7.833333333,25.33333333,52,36,0,7,15,15,0,1.25,12,12.5,12.47,13.67,1.8,4.83,14.27,18.5,0.87,0.43,15.13,18.93,0,0,0,0,0.87,0.43,0,0
UnburnedvUnburned,15-SV-FID010-I-N,0,0,90.67,92,55.22222222,46,48,104,98,11.16666667,5.166666667,8.5,2.5,2.5,2.5,36.16666667,60.5,2.5,48,16.5,0,8.5,0,10.75,0,9,11,11.25,3.4,2.97,17.4,13.33,20.8,16.3,0,0,20.8,16.3,0,0,0,0,0,0,0,0
UnburnedvUnburned,15-SV-FID011-I-N,0,0,24,28,25.88888889,17.33333333,54,98,77,5.166666667,14.5,7.833333333,7.833333333,10.5,11.16666667,42,2.5,8.5,54,22.5,0,7,8,5.75,3,4.75,10,8,3.47,2.13,1,0.87,4.47,3,4.13,4.33,8.6,7.33,0,0,2.2,3.5,4.13,4.33,0,0
UnburnedvUnburned,15-SV-FID020-I-N,0,0,71.33,52,64.77777778,34.66666667,95,121,74,2.5,11.16666667,2.5,2.5,5.166666667,22.66666667,5.166666667,36.16666667,34.33333333,95,31.75,42,42.5,10,10,2,1.75,8,10.5,13,13.03,1.2,0.6,14.2,13.63,0,4.93,14.2,18.57,0,0,1.93,1.67,0,1.2,0,0
UnburnedvUnburned,15-SV-FID022-I-N,0,0,66.67,28,52.77777778,14.66666667,47,83,62,8.5,17.16666667,2.5,5.166666667,7.833333333,26.33333333,5.166666667,20.33333333,5.166666667,47,22.75,0,14.25,30,16.75,10,7,28,19.5,14.27,15.93,0,0,14.27,15.93,5.27,8.57,19.53,24.5,0,0,1.2,2.57,0,0,0,0
UnburnedvUnburned,15-SV-FID031-I-N,0,0,86,88,65.88888889,44,52,141,120,11.5,6.5,2.5,2.5,41.75,15.5,2.5,32.75,2.5,26,19.25,0,0,18.5,18.75,15,9,14.5,15.25,16.27,8.13,0,0,16.27,8.13,0,4.13,16.27,12.27,0,0,0,0,0,4.13,0,0
UnburnedvUnburned,15-SV-FID034-I-N,0,0,63.33,56,54.66666667,28,43,84,81,13.83333333,5.166666667,2.5,2.5,20.5,17.16666667,17,46.33333333,14.33333333,43,21.5,12,15.75,12,26,6,10.75,7,20.25,0,0,16.53,12.17,16.53,12.17,0.47,0.23,17,12.4,0,0,0,0,0,0,0,0
UnburnedvUnburned,15-SV-FID036-I-N,0,0,64,92,45.11111111,46,77,153,134,10.5,5.166666667,8.5,5.166666667,11.16666667,17.16666667,50.33333333,25.33333333,2.5,77,19.25,0,31.25,7,16,0,7.75,0,7.25,10.6,5.3,0,0,10.6,5.3,11.93,6.53,22.53,11.83,0,0,10.27,6.87,11.93,6.53,0,0
UnburnedvUnburned,15-SV-FID037-I-N,0,0,74,80,62.44444444,56,88,144,102,5.166666667,2.5,2.5,5.166666667,8.5,11.16666667,42,2.5,42.16666667,88,71.5,58,31.25,15,14.75,5,6.25,6,12.5,41.33,36.27,0,0,41.33,36.27,0,0,41.33,36.27,0,0,2.87,3.33,0,0,0,0
UnburnedvUnburned,15-SV-FID051-I-N,0,0,56,4,52.44444444,9.333333333,46,73,56,5.166666667,11.16666667,2.5,2.5,7.833333333,32.16666667,5.166666667,17,62.16666667,44,37.5,0,5.25,11,10.75,7,4.5,6,13,1.47,0.73,18.13,29.53,19.6,30.27,2.6,3.8,22.2,34.07,0,0,0,1.2,2.6,3.8,0,0
UnburnedvUnburned,15-SV-FID078-I-N,0,0,80,92,70.11111111,62.66666667,72,107,81,5.166666667,2.5,2.5,2.5,13.83333333,17.16666667,40.5,13.83333333,5.166666667,72,50.75,32,14.75,7,16.5,5,10.75,12,12,9.73,9.7,0,0,9.73,9.7,1.07,2.93,10.8,12.63,0,0,3.2,6.17,1.07,2.93,0,0
UnburnedvUnburned,15-SV-FID160-I-N,0,0,55.33,92,51.66666667,50.66666667,73,137,118,14.5,2.5,7.833333333,2.5,11.16666667,34.66666667,56.33333333,2.5,14.5,73,51.5,0,15,21,18.25,7,6,28,26.5,38.6,32.73,0,0,38.6,32.73,18.27,10.3,56.87,43.03,1.73,0.87,0,7.33,0.73,1.53,0,0
UnburnedvUnburned,15-SV-SVNoBand-U-N1,1,0,95.33,92,73.55555556,46.66666667,74,114,108,8.5,5.166666667,5.166666667,2.5,11.16666667,11.16666667,7.833333333,58,2.5,74,31,0,0,24,25,5,9,12,15.75,0,0,21.67,21.5,21.67,21.5,9.33,5.93,31,27.43,0,0,5.8,2.9,7.73,4.7,0,0
UnburnedvUnburned,16-SV-14NV2569-IR-N1,0,0,95.33,16,83.44444444,9.333333333,48,26,23,2.5,26.16666667,20.33333333,8.5,17.16666667,7.833333333,54.66666667,2.5,2.5,0,0,0,0,0,0,48,29.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UnburnedvUnburned,16-SV-14NV2569-U-N1,1,0,97.33,96,64,48,65,151,138,5.166666667,8.5,2.5,2.5,19.66666667,2.5,7.833333333,62.16666667,2.5,65,16.25,0,0.5,0,7.25,0,4,2,2.25,0,0.833333333,14.93333333,11.03333333,14.93333333,11.86666667,0.4,0.2,15.33333333,12.06666667,0,0,0,0,0,0,0,0
UnburnedvUnburned,16-SV-14NV2587-IR-N1,0,0,74,56,67.55555556,34.66666667,69,163,93,14.5,2.5,11.16666667,2.5,2.5,2.5,34.5,2.5,48,69,54,0,8.75,21,19.5,14,16.75,9,5.75,40.33333333,43.4,0,0,40.33333333,43.4,6.066666667,10.66666667,46.4,54.06666667,0,0,0,0,6.066666667,10.66666667,0,0
UnburnedvUnburned,16-SV-14NV2670-U-N1,1,0,93.33,92,65.66666667,46,66,107,95,2.5,26.33333333,2.5,2.5,17.16666667,8.5,34.5,8.5,2.5,66,27.75,0,10.25,20,20.75,0,5,12,7.25,4.866666667,4.333333333,7.866666667,7.666666667,12.73333333,12,0,0,12.73333333,12,0,0,0,4.1,0,0,0,0
UnburnedvUnburned,16-SV-14NV2901-IR-N1,0,0,86,88,66.22222222,19.33333333,55,50,40,5.166666667,5.166666667,2.5,2.5,7.833333333,2.5,5.166666667,46.33333333,28.66666667,55,31.25,46,19.25,29,23.5,0,6.5,12,12,8.4,7.466666667,16.53333333,23.03333333,24.93333333,30.5,2.8,2.833333333,27.73333333,33.33333333,0,0,5.533333333,2.766666667,0,0,0,0
UnburnedvUnburned,16-SV-14NV2901-U-N1,1,0,99.33,84,72.44444444,14,48,91,87,8.5,25.33333333,2.5,2.5,17.16666667,7.833333333,11.16666667,36.16666667,2.5,48,21.75,0,1,28,25.5,19,22.75,5,14,19.66666667,16.36666667,0,0,19.66666667,16.36666667,0,0,19.66666667,16.36666667,0,0,0,2.4,0,0,0,0
UnburnedvUnburned,16-SV-14NV2921-IR-N1,0,0,96,100,84.55555556,27.33333333,101,181,174,11.16666667,2.5,14.33333333,2.5,8.5,17,42,2.5,32.83333333,101,73,43,34.75,41,35.25,0,13.25,16,8.25,38.73333333,30.86666667,0,0,38.73333333,30.86666667,13.8,16.93333333,52.53333333,47.8,0,0,0,1.366666667,7.666666667,3.833333333,6.133333333,11.26666667
