LTER,Site,Species,MSE,b,coef_int,coef_slope,Pr_int,Pr_slope,logLik,length,Y1,Y2,Feeding,Habitat,Pollinator,Order
MidwestSTN,Brownstown,Lipaphis pseudobrassicae,1.308128723,0.510733805,-0.260384796,0.785169745,0.826975297,0.697071541,3.019422495,7,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Macrosiphoniella spp.,0.829235258,-0.392317615,0.10499403,-0.205854492,0.837778152,0.817181576,2.79867132,7,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Macrosiphum euphorbiae,1.555652601,0.843513428,0.131380754,0.87677639,0.955231545,0.757251303,3.177497142,7,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Monellia caryella,0.384557625,-0.75364964,-0.120810463,0.631532632,0.663862758,0.307983397,3.027809788,6,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Myzus lythri,1.954893627,0.869407744,-1.386264181,1.714229869,0.669743038,0.552736455,1.328055008,4,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Myzus persicae,1.227844088,0.049513464,0.095996836,-0.208706895,0.899436882,0.882336897,2.467498136,7,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Nearctaphis bakeri,1.081004394,0.347304154,-0.537660317,1.310294406,0.554494225,0.424927547,2.702340537,6,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Nearctaphis crataegifoliae,0.504516646,-0.419674274,-0.841093443,1.764182186,0.074520799,0.042051409,3.996438092,7,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Rhopalosiphum maidis,0.027328598,-0.061574425,1.219608665,-2.842863935,6.44E-05,2.23E-05,11.8172822,7,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Rhopalosiphum nymphaeae,1.003029725,0.015097424,-0.622270504,1.198764225,0.450454359,0.374007588,2.41332035,6,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Rhopalosiphum oxyacanthae,0.955889885,0.962223728,0.992216573,-0.072073497,0.790958695,0.976147236,4.632064837,7,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Rhopalosiphum padi,1.218319379,0.026856943,0.017886043,-0.035052397,0.980813641,0.979786121,2.453691337,7,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Rhopalosiphum rufiabdominale,0.341954927,-0.806989,0.720930714,-1.325940313,0.027359578,0.033087969,4.128658837,7,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Schizaphis graminum,0.579230035,0.962724868,1.32459863,-1.336610521,0.653905776,0.487919985,5.885463799,7,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Shivaphis celti,0.201406432,-0.558067604,-1.864896389,2.992472773,0.017200075,0.014132946,3.476143092,5,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Sipha elegans,1.92693508,0.973216572,0.276885243,0.430360466,0.967309072,0.845725955,1.194446468,4,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Sipha flava,1.491930188,0.906113982,-0.737820492,0.202107241,0.809685406,0.931191202,2.340500833,5,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Sitobion avenae,0.895511189,0.811922455,-0.649706022,2.032093513,0.690890524,0.353765587,4.497822933,7,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Tetraneura spp.,1.374379625,0.408385525,0.477923581,-0.806448669,0.656240504,0.662081016,3.158555114,8,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Therioaphis riehmi,0.200585989,-0.836510796,-0.160457976,0.726831581,0.542565165,0.33063648,1.542358952,4,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Brownstown,Therioaphis trifolii,1.295161094,0.19950558,-0.193213302,0.561789388,0.825781034,0.726198674,2.556546944,7,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Acyrthosiphon lactucae,0.485575521,0.306379679,-0.983732455,2.115973413,0.203692099,0.122233729,3.327539995,5,2007,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Acyrthosiphon pisum,0.919154111,0.679009171,0.044894116,-0.258044032,0.968352605,0.89067754,7.281062423,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Anoecia corni,2.051433674,0.913131801,-0.882870722,-0.004566104,0.815042032,0.998746691,1.895357486,5,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Anoecia cornicola,0.772598008,-0.243200184,0.592330283,-1.426923669,0.181099892,0.096780381,4.55221887,9,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Anoecia oenotherae,0.548784021,0.348287286,1.243315256,-2.171140491,0.24725014,0.1887229,2.151279582,4,2006,2017,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Aphis asclepiadis,0.562499997,0.999999963,-1.6458333,6.187499666,0.999540205,0.019942127,7.735834678,9,2006,2016,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Aphis coreopsidis,1.232461876,0.189924418,-0.260691921,0.912554529,0.729847214,0.547764735,2.668414061,7,2007,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Aphis craccivora,1.127987693,0.334954485,-0.070191501,0.155679403,0.926602773,0.910404238,5.481692972,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Aphis glycines,0.679693685,0.702951557,0.330160405,-0.863623877,0.746954859,0.607441475,8.854778988,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Aphis gossypii,0.808952714,-0.007598207,-0.710377725,1.612611148,0.148767346,0.086566733,6.531596223,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Aphis illinoisensis,1.372746335,0.855629352,0.592347929,-0.07045039,0.796458657,0.978096007,3.504381977,7,2007,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Aphis nasturtii,1.016932659,-0.110561198,0.260596506,-0.575748467,0.591267501,0.528829565,5.216642375,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Aphis nerii,0.690772768,0.221406352,-0.871241209,2.213065123,0.128724658,0.059122012,6.961445978,11,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Aphis spiraecola,1.106910653,0.566035726,-0.328036362,0.691102253,0.748900722,0.697822794,6.069072324,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Brachycaudus helichrysi,0.351358076,0.064191218,-0.75565909,1.987335237,0.14733658,0.065199101,3.571418259,5,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Calaphis betulella,1.323456381,0.007854446,-0.092370492,0.311562712,0.901902537,0.853983885,1.349147237,5,2007,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Capitophorus elaeagni,1.036237637,0.405744735,0.409903815,-0.872670592,0.609859497,0.541876969,5.584332078,11,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Capitophorus hippophaes,0.94973607,-0.258412163,0.131902728,-0.337983552,0.753499068,0.670885304,5.314731192,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Chaitophorus populicola,1.419463117,0.91898346,-0.088648851,1.399886622,0.978089054,0.574170582,2.487466657,5,2007,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Colopha ulmicola,0.724799765,0.950198267,1.150497569,-1.124664576,0.6818639,0.63151063,7.095286296,9,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Drepanaphis acerifoliae,0.63255816,-0.590998916,-0.428231455,0.592153027,0.32518524,0.406835959,2.477548198,6,2007,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Dysaphis plantaginea,0.772994319,0.391620966,0.494582134,-1.714444986,0.485521662,0.213892666,4.811568247,8,2006,2018,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Forda marginata,0.742517749,-0.573547485,-0.534088673,1.057514753,0.20202558,0.230067642,2.764331894,7,2007,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Hyadaphis foeniculi,0.574766483,-0.178664892,-0.80485837,2.145315267,0.048505683,0.021584898,6.341297587,10,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Hysteroneura setariae,0.838381971,-0.212952766,0.547235517,-1.253794577,0.197187941,0.124283768,6.013420889,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Iziphya flabella,0.851834643,0.999999977,-0.898901967,2.980121482,0.999847097,0.153277599,3.285069111,5,2008,2018,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Lipaphis pseudobrassicae,1.050109718,0.755137523,-0.476819916,0.675253249,0.738276263,0.763795013,6.827521331,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Macrosiphoniella spp.,0.819490333,-0.249069245,0.502723793,-1.235151937,0.428140589,0.342899104,1.763438114,5,2006,2017,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Macrosiphum euphorbiae,0.657556039,-0.568827792,0.40269333,-0.845190806,0.182357975,0.145627267,6.603405921,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Melanaphis sacchari,2.154927964,0.999994563,1.300827661,-1.546426386,0.997933724,0.693022321,1.130246102,4,2016,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Myzocallis spp.,1.626984085,0.999999963,0.404621723,0.585636934,0.999936545,0.804317275,2.261408287,5,2009,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Myzus lythri,1.776813929,0.450916669,-0.543393118,1.160576014,0.708225115,0.666773976,1.25868909,5,2007,2012,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Myzus persicae,1.138509182,0.241357135,0.063667291,-0.21551371,0.926745927,0.865377251,5.257880331,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Nearctaphis bakeri,1.404961563,0.353217166,-0.274149298,0.339690982,0.772136469,0.840493973,2.658229222,7,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Nearctaphis crataegifoliae,0.031730808,-0.980859732,0.189100095,-0.408855486,0.222353938,0.247433587,1.991594536,4,2006,2009,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Prociphilus spp.,0.144927534,0.999999963,-0.775362317,2.782608676,0.999608102,0.036913175,3.867882142,4,2006,2017,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Protaphis middletonii,1.670126411,0.999999963,1.582316069,-0.99992735,0.999744963,0.741765177,3.879350784,8,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Rhopalosiphum maidis,0.926151214,0.147962534,0.589699697,-1.273769273,0.313929435,0.243946117,6.121803761,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Rhopalosiphum nymphaeae,1.017083478,-0.107089663,-0.334544864,0.75878548,0.53510803,0.453861705,4.237577767,10,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Rhopalosiphum oxyacanthae,0.463897405,0.245035018,0.911640926,-2.447004098,0.089298014,0.040982572,6.849336355,9,2006,2017,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Rhopalosiphum padi,1.005877363,0.397788828,0.384512914,-0.846621069,0.621671541,0.547175264,6.179826558,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Rhopalosiphum rufiabdominale,1.014292136,0.151244276,0.385408618,-0.896786432,0.524048906,0.425568454,5.673049562,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Schizaphis graminum,0.93235512,0.785297178,-0.32999126,0.529273133,0.81969328,0.811250897,7.512347136,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Sipha flava,0.427961365,0.999999979,-1.551525174,2.705628527,0.999640222,0.108920513,4.390929071,5,2007,2018,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Sitobion avenae,0.987295657,-0.210196831,0.14960797,-0.313598811,0.735499542,0.707550436,5.200485372,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Tetraneura spp.,0.597103029,-0.399476529,0.774918903,-1.995264059,0.032461198,0.01001885,5.930952011,10,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Therioaphis riehmi,0.722141585,-0.509482534,0.200617584,-0.27836656,0.617224388,0.737568216,2.32511046,6,2007,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Therioaphis trifolii,1.094941674,0.077940743,0.200079289,-0.454231835,0.731837046,0.676073749,5.162964387,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Columbia,Thripsaphis spp.,0.183978003,-0.903298479,0.160827089,-0.785658227,0.475618161,0.119628628,2.63785901,5,2007,2018,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Acyrthosiphon pisum,1.042877045,0.854277681,-1.029229113,1.204333116,0.596153523,0.672502055,8.212823525,14,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Anoecia cornicola,1.250175637,0.178071747,-0.114376565,0.143781971,0.883125362,0.924921797,2.983808751,8,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Aphis asclepiadis,0.556784558,-0.448658786,0.721101312,-2.042232233,0.047041181,0.020486204,5.980212428,10,2006,2018,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Aphis craccivora,1.043987674,0.273652386,0.293733627,-0.669488446,0.668685135,0.589409187,6.659024809,14,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Aphis fabae,1.863564799,0.999999977,-1.821658294,4.034911659,0.999787604,0.22161202,1.80548393,5,2008,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Aphis folsomii,NA,NA,0,0,NA,NA,NA,5,2008,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Aphis glycines,1.090864004,0.214783477,0.177527062,-0.479633884,0.787462931,0.688023025,6.282963605,14,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Aphis gossypii,0.94333862,-0.011979821,0.555429169,-1.194672697,0.276975764,0.205806179,6.750785099,14,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Aphis maculatae,1.003014414,-0.175233181,0.241602878,-0.613317107,0.635392597,0.574842734,3.152239002,8,2007,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Aphis nasturtii,0.965249849,0.509595536,0.169226381,-0.589876757,0.847765435,0.703785877,7.633945606,14,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Aphis sambuci,2.768351543,0.999999963,-1.812610417,2.61718246,0.999790925,0.441273066,0.993226829,4,2006,2018,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Aphis spiraecola,0.99083591,0.254264636,0.422632119,-0.955216467,0.520889473,0.423947528,6.935035725,14,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Brachycaudus helichrysi,0.039215686,0.999999963,-0.676470588,2.549019598,0.999342702,0.009852457,5.115321803,4,2006,2018,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Capitophorus elaeagni,0.958396739,0.104909648,0.553817928,-1.199188375,0.33691883,0.251272755,6.380174405,13,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Capitophorus hippophaes,0.868528376,0.091479552,0.774200955,-1.728209485,0.306746747,0.22164427,3.316768156,7,2006,2016,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Chaitophorus populicola,1.097146547,0.56512875,-0.237293568,0.359744804,0.818572218,0.838668817,6.577159488,13,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Colopha ulmicola,0.870694986,0.93911579,1.368210994,-1.24330781,0.62881781,0.564446751,4.744577244,7,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Dysaphis plantaginea,1.307349846,-0.09974716,0.207318948,-0.378040348,0.833886358,0.818239141,0.889205373,4,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Forda marginata,0.668302307,-0.63966904,0.5675965,-1.093406159,0.163211287,0.147557414,4.232006093,9,2006,2016,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Hayhurstia atriplicis,1.100013445,-0.040777752,-0.421926652,0.907683967,0.620095189,0.550443339,2.022893248,6,2006,2013,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Hyadaphis foeniculi,0.646952354,0.28259868,-0.938527497,1.958242765,0.172735542,0.10957583,5.249675334,8,2006,2016,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Hyadaphis tataricae,0.605972471,0.5157065,1.159965541,-2.879571248,0.233457832,0.109968341,2.909201538,5,2008,2017,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Hyalopterus pruni,1.141880763,0.431902391,-0.043968583,-0.030639532,0.959819554,0.98428358,5.610487758,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Hyperomyzus spp.,0.26900149,0.072597078,-1.126477912,2.576479017,0.04194788,0.021620604,5.029072409,6,2007,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Lipaphis pseudobrassicae,1.117620454,0.367158022,-0.199469187,0.465280424,0.799976004,0.741289797,6.438280653,14,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Macrosiphum euphorbiae,0.945840572,0.119899905,0.55055407,-1.152451947,0.334351458,0.269979119,6.965084518,14,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Myzocallis spp.,0.434058316,-0.229547177,-0.900183064,2.226735683,0.032092687,0.012812687,5.606009426,8,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Myzus lythri,1.703128552,0.999999863,1.782034948,-1.663891967,0.999475205,0.590198617,2.236239626,5,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Myzus persicae,0.750047923,-0.033208221,0.866429978,-1.86041599,0.065478481,0.035096953,8.090335082,14,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Nearctaphis bakeri,0.86585948,-0.020894043,0.659209038,-1.474996716,0.285659482,0.202740498,3.838853604,8,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Nearctaphis crataegifoliae,0.179582472,-0.905538632,0.915724312,-1.872410348,0.009419047,0.008387271,3.963743378,6,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Prociphilus spp.,0.384612815,-0.336734512,0.940433061,-2.166697166,0.056423542,0.034701923,3.774042129,6,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Protaphis middletonii,1.032044107,-0.110475615,0.266173506,-0.515947804,0.619959516,0.58056318,5.127647319,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Rhopalosiphoninus staphyleae,0.660753857,-0.458224854,0.581925612,-1.158347649,0.365071279,0.344509238,1.107376112,4,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Rhopalosiphum cerasifoliae,1.234015051,0.052318282,0.027744277,-0.101550612,0.970837529,0.944449057,2.428727581,7,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Rhopalosiphum maidis,0.674271741,0.695315024,0.560337245,-0.999971598,0.582567244,0.557718216,10.28047547,14,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Rhopalosiphum nymphaeae,0.954523662,-0.270674109,-0.034468189,0.00745501,0.936727075,0.993271243,4.697926688,11,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Rhopalosiphum oxyacanthae,1.097751912,0.429408491,0.202409195,-0.425038416,0.811422669,0.793279023,5.680922835,12,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Rhopalosiphum padi,0.704139218,0.524086021,0.627655274,-1.502819665,0.420612526,0.276529689,9.561110243,14,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Rhopalosiphum rufiabdominale,0.653312816,-0.164901957,0.944431062,-2.020059895,0.022480319,0.01023968,8.697344684,14,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Schizaphis graminum,1.077314077,0.294554141,0.198513773,-0.567969365,0.780262816,0.658297176,6.5114669,14,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Sipha elegans,0.470251886,-0.740777116,-0.687678782,2.266299126,0.094950685,0.038680345,2.624024114,6,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Sipha flava,0.011133872,-0.882411813,-0.789075064,2.427327382,0.004988834,0.003746893,4.176377162,4,2006,2011,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Sitobion avenae,0.986143302,-0.118935666,-0.329752573,0.725338795,0.485850138,0.406367202,6.303776062,14,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Tetraneura spp.,1.116799601,-0.015123332,-0.183946806,0.413351416,0.783855473,0.745389206,3.466180807,9,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Therioaphis riehmi,0.067962435,-0.151969458,-1.449019674,3.253843931,0.000402951,0.000203844,9.257331151,7,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Therioaphis trifolii,0.820122298,-0.432785607,0.342923426,-0.639164774,0.330935042,0.328056027,6.876566581,14,2006,2019,herbivore,terrestrial,n,Hemiptera
MidwestSTN,Crookston,Thripsaphis spp.,1.330945354,0.90192377,0.303107449,-1.994208005,0.919459829,0.479581847,1.645994328,4,2011,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Acyrthosiphon pisum,0.775604357,-0.52516394,0.226199604,-0.293400603,0.55850897,0.689454768,4.560824639,10,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Anoecia corni,1.078336644,0.384279317,0.448887273,-0.970415653,0.621544661,0.562406864,3.792049309,8,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Anoecia cornicola,0.952283657,-0.153022719,0.423275521,-0.98035226,0.434102561,0.341878736,4.359460085,10,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Anoecia setariae,NA,NA,0,0,NA,NA,NA,10,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Aphis asclepiadis,0.642852343,0.999992533,1.763813042,-2.551260193,0.993454375,0.350609923,7.533608157,9,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Aphis coreopsidis,1.333321793,0.999991345,-0.500008655,2.333333333,0.998726058,0.422647232,1.743858155,4,2007,2013,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Aphis craccivora,1.337203156,0.86468503,0.35553639,-1.552020452,0.87922182,0.628687283,5.030007481,10,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Aphis fabae,0.211248445,-0.880918773,0.729805421,-1.998556861,0.087600216,0.088988737,1.31062032,4,2008,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Aphis glycines,0.880247827,0.302653834,0.678214477,-1.517429258,0.371585625,0.279710215,5.42431193,10,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Aphis gossypii,0.995111165,0.999998087,-1.290086888,0.523006084,0.998043747,0.878915715,6.685289917,10,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Aphis nasturtii,1.164402853,0.463397217,0.067576914,-0.430202174,0.946854678,0.812063285,4.607400485,10,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Aphis nerii,0.816172964,-0.438313481,-0.33104878,0.492235385,0.589365971,0.668387528,2.042289421,6,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Aphis sambuci,0.639093991,-0.092711782,-0.986360377,2.003371556,0.228016242,0.178534005,2.238646985,5,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Aphis spiraecola,0.900762959,-0.225195332,0.358297542,-0.802242101,0.473730458,0.399887585,4.467530131,10,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Calaphis betulella,1.767676728,0.999999964,1.726155833,-2.240683073,0.999744422,0.444438099,2.123402403,5,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Capitophorus elaeagni,1.483715401,0.999991811,0.064750063,-2.67682325,0.999833626,0.528231405,5.087464124,10,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Capitophorus hippophaes,1.197194196,0.28110558,-0.102650736,0.121497149,0.903241535,0.937349648,4.155876864,10,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Chaitophorus populicola,0.912644685,-0.299371005,-0.22800834,0.607598928,0.772682841,0.668384981,1.455767359,5,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Colopha ulmicola,1.051080309,-0.016038301,-0.363844691,0.801460784,0.558060688,0.493172925,4.181715536,10,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Drepanaphis acerifoliae,2.02575448,0.999999976,-1.510647537,1.751941208,0.999829441,0.596491424,1.84903096,5,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Dysaphis plantaginea,1.053441546,-0.137555457,-0.2313789,0.495968759,0.706973214,0.682178249,2.997624977,8,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Forda marginata,0.178538273,-0.92775887,0.380345946,-1.035554213,0.129930313,0.053445663,3.759591701,6,2006,2012,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Geoica utricularia,1.123245912,0.894709341,-1.293014073,1.45473065,0.616134483,0.51573054,2.650725025,5,2006,2014,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Hamamelistes spinosus,0.684298356,-0.427140565,-0.482613912,1.203177691,0.488929624,0.356738935,1.067308249,4,2006,2013,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Hayhurstia atriplicis,1.179034041,-0.242715701,0.19349342,-0.636530902,0.832274377,0.743478582,0.655289151,4,2006,2012,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Hyadaphis foeniculi,1.124837379,0.041825967,0.169840838,-0.380241939,0.798587892,0.760005704,4.003262742,10,2006,2015,herbivore,terrestrial,n,Hemiptera
MidwestSTN,DeKalb,Hyalopterus pruni,1.09586498,-0.054572063,-0.110586633,0.260274545,0.856191975,0.820515494,3.953499108,10,2006,2015,herbivore,terrestrial,n,Hemiptera
